gen,best,pop_mean,sigma,seed,val,tier,arch
92,0.8239677295776615,0.8239754622485911,87.87118361197746,2,,tail_only,linear
93,0.8124715535028075,0.8124799791952373,115.4244626138002,2,,tail_only,linear
94,0.8140562447096631,0.8799559307655156,105.92899864436124,2,,tail_only,linear
95,0.8065432870060585,0.8065483390579098,101.28684673367992,2,,tail_only,linear
96,0.8184056616842528,0.8184090526712509,89.83674199447205,2,,tail_only,linear
97,0.8103510555488438,0.8103522932287717,81.60834056475515,2,,tail_only,linear
98,0.8037752521648451,0.803777352393974,91.7926316419951,2,,tail_only,linear
99,0.8276168196099563,0.8276189096381861,117.07876529175772,2,,tail_only,linear
100,0.8142214752976753,0.8142239337791287,128.4333977746443,2,0.8133884865271211,tail_only,linear
101,0.8093931748124503,0.8093954276013778,118.47832894585008,2,,tail_only,linear
102,0.8222214364942683,0.8222223493879577,106.19815830211358,2,,tail_only,linear
103,0.8172622489711404,0.8172628418994976,97.7728805266278,2,,tail_only,linear
104,0.819361926388423,0.8193622141971781,94.68884262370166,2,,tail_only,linear
105,0.8077665338197451,0.8077665378485405,90.51173532190565,2,,tail_only,linear
106,0.8153163943210031,0.8153163943210031,91.46586438493428,2,,tail_only,linear
107,0.8184537469415316,0.8184537472099668,93.11261795525266,2,,tail_only,linear
